"","k","A","B","jmax","j","E","V","i"
"13708",7523,0.92530603061902,0.50037808975814,4,1,0,0,1
"13709",7523,0.92530603061902,0.50037808975814,4,2,0,0,3
"13710",7523,0.92530603061902,0.50037808975814,4,3,0,0,0
"13711",7523,0.92530603061902,0.50037808975814,4,4,1,0,0
"13712",7524,-0.491996750352337,0.698209387644229,1,1,0,0,2
"13713",7525,-0.378262620277284,-1.63036954896164,1,1,0,0,3
"13714",7526,0.390510441146433,1.34384410272376,1,1,1,0,0
"13715",7527,1.04245963807077,-0.473735323601493,2,1,0,0,1
"13716",7527,1.04245963807077,-0.473735323601493,2,2,0,0,0
"13717",7528,0.0588618234065924,0.0192323955897078,5,1,0,0,1
"13718",7528,0.0588618234065924,0.0192323955897078,5,2,0,0,1
"13719",7528,0.0588618234065924,0.0192323955897078,5,3,0,1,1
"13720",7528,0.0588618234065924,0.0192323955897078,5,4,0,0,3
"13721",7528,0.0588618234065924,0.0192323955897078,5,5,0,1,0
"13722",7529,0.361159145110195,-0.824178837707882,1,1,0,0,0
"13723",7530,0.248530300633955,1.12875802557563,2,1,0,0,0
"13724",7530,0.248530300633955,1.12875802557563,2,2,0,1,3
"13725",7531,-1.15381627436942,-0.995255746894152,2,1,0,1,0
"13726",7531,-1.15381627436942,-0.995255746894152,2,2,0,0,1
"13727",7532,-0.507196460925424,-1.35326730470252,1,1,0,0,1
"13728",7533,0.689499955961031,1.2402995736253,1,1,0,0,3
"13729",7534,-0.177690427618437,-2.32327072643296,1,1,0,1,0
"13730",7535,1.00054207759215,-0.545436446000237,4,1,1,0,2
"13731",7535,1.00054207759215,-0.545436446000237,4,2,1,1,0
"13732",7535,1.00054207759215,-0.545436446000237,4,3,0,1,2
"13733",7535,1.00054207759215,-0.545436446000237,4,4,0,1,1
"13734",7536,-1.55896392764224,0.950268108208031,1,1,1,1,0
"13735",7537,1.80098166804047,-0.186995116808757,1,1,0,0,2
"13736",7538,-1.5576366129506,0.245411077085272,1,1,0,0,1
"13737",7539,0.327197568487836,0.210543417191031,1,1,0,1,0
"13738",7540,-1.77334878368091,1.53301108594646,2,1,0,0,1
"13739",7540,-1.77334878368091,1.53301108594646,2,2,0,0,1
"13740",7541,0.122895699126854,-0.100529658459793,1,1,0,0,2
"13741",7542,0.168249941248251,-0.995963323593056,1,1,1,1,0
"13742",7543,1.47073960151995,-0.287963547769625,1,1,0,0,0
"13743",7544,1.42303027822374,0.791166350477955,3,1,0,0,1
"13744",7544,1.42303027822374,0.791166350477955,3,2,0,0,2
"13745",7544,1.42303027822374,0.791166350477955,3,3,1,0,2
"13746",7545,1.28823455246163,-1.00511252665389,2,1,0,1,0
"13747",7545,1.28823455246163,-1.00511252665389,2,2,0,0,0
"13748",7546,0.0568878380090008,0.593554714884365,1,1,0,0,1
"13749",7547,-0.502942179492305,1.00023347839779,2,1,0,0,1
"13750",7547,-0.502942179492305,1.00023347839779,2,2,0,1,2
"13751",7548,-0.746686515037854,-1.01938550090102,1,1,0,0,2
"13752",7549,-0.5970407066169,-1.01068882670614,1,1,0,1,2
"13753",7550,-0.978915697892701,-3.22512118609973,1,1,0,0,3
"13754",7551,-2.18512500154073,2.44005953509438,6,1,0,0,0
"13755",7551,-2.18512500154073,2.44005953509438,6,2,0,0,2
"13756",7551,-2.18512500154073,2.44005953509438,6,3,0,0,1
"13757",7551,-2.18512500154073,2.44005953509438,6,4,0,0,0
"13758",7551,-2.18512500154073,2.44005953509438,6,5,0,0,2
"13759",7551,-2.18512500154073,2.44005953509438,6,6,0,1,1
"13760",7552,1.24325685976062,0.800924080175336,1,1,0,0,1
"13761",7553,-0.133209935644679,-0.543629258242927,1,1,0,1,2
"13762",7554,0.395007543527028,0.248962791962496,1,1,0,0,1
"13763",7555,0.420759854157483,-2.48030977352725,1,1,0,0,0
"13764",7556,0.663879733618128,-1.58895999468168,2,1,0,0,0
"13765",7556,0.663879733618128,-1.58895999468168,2,2,0,0,2
"13766",7557,-0.687617531630777,-0.584655212403608,2,1,0,0,1
"13767",7557,-0.687617531630777,-0.584655212403608,2,2,0,1,0
"13768",7558,-0.0730912183058192,1.00822506085601,1,1,0,0,1
"13769",7559,-0.595138808753958,-0.22582032055854,1,1,0,1,0
"13770",7560,-0.0986210293157107,0.875454483455857,2,1,1,0,1
"13771",7560,-0.0986210293157107,0.875454483455857,2,2,0,0,2
"13772",7561,-0.386307243384437,-0.846114783234589,1,1,0,0,1
"13773",7562,-1.19295709100387,-0.511415490827838,1,1,0,0,1
"13774",7563,0.403822228146759,1.14655717621527,3,1,0,0,2
"13775",7563,0.403822228146759,1.14655717621527,3,2,0,1,2
"13776",7563,0.403822228146759,1.14655717621527,3,3,0,0,1
"13777",7564,1.06459540033021,0.396305564147281,1,1,0,0,2
"13778",7565,-0.0172344943076043,0.245520612392408,2,1,1,1,2
"13779",7565,-0.0172344943076043,0.245520612392408,2,2,1,1,1
"13780",7566,0.774788239551658,-0.120326454420657,1,1,0,0,0
"13781",7567,1.54152487372541,1.9463114041926,3,1,0,0,1
"13782",7567,1.54152487372541,1.9463114041926,3,2,0,0,1
"13783",7567,1.54152487372541,1.9463114041926,3,3,0,0,0
"13784",7568,-1.39011544309244,-0.417218057261584,1,1,0,0,0
"13785",7569,1.80201877422961,1.51811875929473,3,1,1,0,1
"13786",7569,1.80201877422961,1.51811875929473,3,2,0,0,2
"13787",7569,1.80201877422961,1.51811875929473,3,3,0,1,1
"13788",7570,1.08152095181876,-1.17402104512366,3,1,0,0,1
"13789",7570,1.08152095181876,-1.17402104512366,3,2,0,0,0
"13790",7570,1.08152095181876,-1.17402104512366,3,3,0,1,1
"13791",7571,0.257015808581265,-0.807545809084598,2,1,0,0,1
"13792",7571,0.257015808581265,-0.807545809084598,2,2,0,0,1
"13793",7572,1.28251931696328,-0.82250267108303,3,1,0,0,1
"13794",7572,1.28251931696328,-0.82250267108303,3,2,0,0,0
"13795",7572,1.28251931696328,-0.82250267108303,3,3,0,1,1
"13796",7573,-1.57864904727414,-0.216830732601354,3,1,0,0,0
"13797",7573,-1.57864904727414,-0.216830732601354,3,2,0,1,1
"13798",7573,-1.57864904727414,-0.216830732601354,3,3,0,0,0
"13799",7574,0.658646776914006,-0.644951377003744,1,1,1,1,0
"13800",7575,0.171169853653476,-1.44245508511417,1,1,0,0,0
"13801",7576,0.702742028186298,-1.48005616534201,1,1,1,1,0
"13802",7577,-1.087137602168,-0.10666149336956,1,1,0,0,1
"13803",7578,0.864882065886657,1.17650333906119,3,1,0,0,0
"13804",7578,0.864882065886657,1.17650333906119,3,2,0,0,0
"13805",7578,0.864882065886657,1.17650333906119,3,3,0,1,2
"13806",7579,2.0572234831781,-0.488133137409123,1,1,0,0,0
"13807",7580,0.648622177763679,-0.0380627505886509,2,1,0,0,2
"13808",7580,0.648622177763679,-0.0380627505886509,2,2,0,0,0
"13809",7581,-0.0798997334390401,0.217462335304899,1,1,1,0,1
"13810",7582,1.38145440890237,0.318244490484264,1,1,0,0,2
"13811",7583,-0.266147590558059,0.531037003303283,2,1,0,1,0
"13812",7583,-0.266147590558059,0.531037003303283,2,2,1,0,4
"13813",7584,0.302698169982036,-0.305258985550845,2,1,0,0,2
"13814",7584,0.302698169982036,-0.305258985550845,2,2,0,0,0
"13815",7585,-0.548309352220048,-0.833083663798861,1,1,0,0,4
"13816",7586,1.94330481298327,-1.11317000581906,1,1,0,0,1
"13817",7587,0.00384241103459157,-0.863935376815353,1,1,0,0,2
"13818",7588,-1.21690377176137,-1.18511433080734,1,1,0,0,1
"13819",7589,-0.0889607178045656,0.155156650001342,3,1,0,0,0
"13820",7589,-0.0889607178045656,0.155156650001342,3,2,0,0,1
"13821",7589,-0.0889607178045656,0.155156650001342,3,3,1,0,1
"13822",7590,-0.359695597545529,-0.64259265363382,2,1,0,1,2
"13823",7590,-0.359695597545529,-0.64259265363382,2,2,0,0,2
"13824",7591,-1.03063890686417,-0.500212542032559,3,1,0,0,1
"13825",7591,-1.03063890686417,-0.500212542032559,3,2,0,1,2
"13826",7591,-1.03063890686417,-0.500212542032559,3,3,1,0,0
"13827",7592,-1.51130833046467,-0.208246781953387,4,1,0,1,0
"13828",7592,-1.51130833046467,-0.208246781953387,4,2,0,0,0
"13829",7592,-1.51130833046467,-0.208246781953387,4,3,0,1,1
"13830",7592,-1.51130833046467,-0.208246781953387,4,4,0,0,1
"13831",7593,0.491876270185172,0.436936317204917,2,1,0,0,1
"13832",7593,0.491876270185172,0.436936317204917,2,2,0,1,1
"13833",7594,-0.575537397860857,-2.14635981046579,1,1,1,0,1
"13834",7595,-0.714204400409825,-0.227079783702334,1,1,1,0,0
"13835",7596,0.677583818634583,-0.0172898343996429,1,1,0,0,0
"13836",7597,0.644636269078474,2.10188861802097,1,1,1,1,0
"13837",7598,-0.463573944776946,0.994877375760492,2,1,0,1,0
"13838",7598,-0.463573944776946,0.994877375760492,2,2,0,0,0
"13839",7599,0.985283817031772,0.918279711249413,1,1,0,1,2
"13840",7600,0.527098209857896,-1.19434092613248,3,1,0,0,1
"13841",7600,0.527098209857896,-1.19434092613248,3,2,0,1,2
"13842",7600,0.527098209857896,-1.19434092613248,3,3,0,1,2
"13843",7601,0.207092462113154,-0.470613334120891,2,1,0,0,1
"13844",7601,0.207092462113154,-0.470613334120891,2,2,0,0,2
"13845",7602,0.376516186822286,-0.496037696248061,1,1,0,1,2
"13846",7603,0.17856675829907,0.615015285321185,1,1,0,1,1
"13847",7604,1.95856915091466,-1.27188673560649,1,1,0,0,1
"13848",7605,-1.01936069076922,2.52189841400141,2,1,0,0,1
"13849",7605,-1.01936069076922,2.52189841400141,2,2,1,0,1
"13850",7606,0.232881249543749,0.571986127607921,3,1,0,0,1
"13851",7606,0.232881249543749,0.571986127607921,3,2,1,0,0
"13852",7606,0.232881249543749,0.571986127607921,3,3,1,1,1
"13853",7607,1.66772113169019,0.802452846407075,2,1,1,0,4
"13854",7607,1.66772113169019,0.802452846407075,2,2,0,0,0
"13855",7608,0.71142698922185,2.13446940256111,1,1,1,1,0
"13856",7609,-1.67723098722531,-0.341613472883327,1,1,0,0,2
"13857",7610,-0.412389822328265,-0.404654899543002,2,1,0,0,1
"13858",7610,-0.412389822328265,-0.404654899543002,2,2,0,1,0
"13859",7611,0.862138581147238,-2.00867579207663,2,1,0,0,0
"13860",7611,0.862138581147238,-2.00867579207663,2,2,0,1,0
"13861",7612,0.217074416495856,0.0568280432441504,3,1,0,1,0
"13862",7612,0.217074416495856,0.0568280432441504,3,2,0,1,3
"13863",7612,0.217074416495856,0.0568280432441504,3,3,0,1,1
"13864",7613,-0.735820098166536,1.02333866670628,4,1,0,0,0
"13865",7613,-0.735820098166536,1.02333866670628,4,2,0,0,0
"13866",7613,-0.735820098166536,1.02333866670628,4,3,0,1,2
"13867",7613,-0.735820098166536,1.02333866670628,4,4,0,0,1
"13868",7614,-1.34630426411262,1.23121100923908,3,1,0,1,5
"13869",7614,-1.34630426411262,1.23121100923908,3,2,0,0,0
"13870",7614,-1.34630426411262,1.23121100923908,3,3,1,1,1
"13871",7615,-1.25471140875338,1.24661530438839,2,1,0,0,1
"13872",7615,-1.25471140875338,1.24661530438839,2,2,1,0,1
"13873",7616,0.16085222792017,0.360054648275643,1,1,0,0,2
"13874",7617,-1.60539346288497,0.481676628039067,3,1,1,0,2
"13875",7617,-1.60539346288497,0.481676628039067,3,2,0,0,1
"13876",7617,-1.60539346288497,0.481676628039067,3,3,1,0,2
"13877",7618,-0.133579012947966,0.512671338972558,1,1,0,0,0
"13878",7619,0.0261792628229924,-1.07339485055846,2,1,0,1,3
"13879",7619,0.0261792628229924,-1.07339485055846,2,2,0,0,1
"13880",7620,0.602613890583447,-1.01680382476484,1,1,0,0,0
"13881",7621,-1.66777021752989,-0.637225674186692,1,1,0,0,0
"13882",7622,0.961319809931553,-0.936305286851904,3,1,0,1,0
"13883",7622,0.961319809931553,-0.936305286851904,3,2,0,0,1
"13884",7622,0.961319809931553,-0.936305286851904,3,3,1,1,2
"13885",7623,0.23930077300985,-1.81884337501947,1,1,0,0,0
"13886",7624,0.734641737461019,-1.06974334406306,2,1,0,0,1
"13887",7624,0.734641737461019,-1.06974334406306,2,2,0,1,0
"13888",7625,-0.320316195378771,1.16202423239742,3,1,0,0,1
"13889",7625,-0.320316195378771,1.16202423239742,3,2,1,0,0
"13890",7625,-0.320316195378771,1.16202423239742,3,3,0,0,0
"13891",7626,-0.589502341122239,0.176121984871618,2,1,0,0,0
"13892",7626,-0.589502341122239,0.176121984871618,2,2,0,0,0
"13893",7627,1.45143635327081,-1.78950626426148,1,1,1,0,1
"13894",7628,0.303409525733894,1.24824479981957,1,1,1,1,0
"13895",7629,0.412462461109566,0.343916813818282,2,1,0,0,1
"13896",7629,0.412462461109566,0.343916813818282,2,2,0,0,2
"13897",7630,0.176378448070637,-2.39347063975469,1,1,0,0,1
"13898",7631,-0.411521959709759,-0.146408947936814,2,1,0,0,1
"13899",7631,-0.411521959709759,-0.146408947936814,2,2,0,1,1
"13900",7632,0.0233846404428,0.274424564368328,2,1,0,1,1
"13901",7632,0.0233846404428,0.274424564368328,2,2,0,0,3
"13902",7633,-0.497426855878911,1.44791398818648,3,1,1,0,1
"13903",7633,-0.497426855878911,1.44791398818648,3,2,1,1,1
"13904",7633,-0.497426855878911,1.44791398818648,3,3,0,0,0
"13905",7634,1.71432166519391,-0.314327291942609,1,1,0,0,0
"13906",7635,0.809992959145079,-1.75608778460875,3,1,0,0,0
"13907",7635,0.809992959145079,-1.75608778460875,3,2,0,1,1
"13908",7635,0.809992959145079,-1.75608778460875,3,3,0,1,0
"13909",7636,-0.264462439058362,0.161485311919647,4,1,0,0,2
"13910",7636,-0.264462439058362,0.161485311919647,4,2,0,0,2
"13911",7636,-0.264462439058362,0.161485311919647,4,3,0,1,0
"13912",7636,-0.264462439058362,0.161485311919647,4,4,1,0,4
"13913",7637,-1.84592742065479,-0.122413007129147,3,1,0,0,0
"13914",7637,-1.84592742065479,-0.122413007129147,3,2,0,1,1
"13915",7637,-1.84592742065479,-0.122413007129147,3,3,1,0,4
"13916",7638,0.0280349167455536,0.310886111047445,2,1,0,0,2
"13917",7638,0.0280349167455536,0.310886111047445,2,2,0,1,1
"13918",7639,0.390677764828927,0.196187087825351,2,1,0,0,1
"13919",7639,0.390677764828927,0.196187087825351,2,2,0,0,0
"13920",7640,0.230619810452069,-0.701545896045111,2,1,0,0,2
"13921",7640,0.230619810452069,-0.701545896045111,2,2,1,1,0
"13922",7641,-2.26991498464508,0.877993833291015,3,1,0,0,2
"13923",7641,-2.26991498464508,0.877993833291015,3,2,0,0,0
"13924",7641,-2.26991498464508,0.877993833291015,3,3,0,0,2
"13925",7642,-1.1590772256951,0.510708128286117,3,1,0,0,3
"13926",7642,-1.1590772256951,0.510708128286117,3,2,1,1,0
"13927",7642,-1.1590772256951,0.510708128286117,3,3,0,0,2
"13928",7643,-0.345066896930477,2.03880629005689,3,1,0,0,1
"13929",7643,-0.345066896930477,2.03880629005689,3,2,0,0,2
"13930",7643,-0.345066896930477,2.03880629005689,3,3,0,0,1
"13931",7644,-0.273844225407243,2.12125494364577,2,1,0,0,2
"13932",7644,-0.273844225407243,2.12125494364577,2,2,0,0,1
"13933",7645,-0.532892078036642,-0.619000797101222,1,1,0,0,1
"13934",7646,1.28504370239975,1.09063792284795,6,1,1,1,2
"13935",7646,1.28504370239975,1.09063792284795,6,2,1,1,1
"13936",7646,1.28504370239975,1.09063792284795,6,3,0,0,0
"13937",7646,1.28504370239975,1.09063792284795,6,4,0,1,2
"13938",7646,1.28504370239975,1.09063792284795,6,5,1,1,2
"13939",7646,1.28504370239975,1.09063792284795,6,6,1,0,2
"13940",7647,0.567296706216055,-0.568456589123554,2,1,0,1,1
"13941",7647,0.567296706216055,-0.568456589123554,2,2,0,0,1
"13942",7648,-1.25840148330186,-1.49140729068975,2,1,0,0,1
"13943",7648,-1.25840148330186,-1.49140729068975,2,2,0,0,3
"13944",7649,1.71518874072945,-0.916420871397448,1,1,0,0,1
"13945",7650,-1.43523492689374,-0.627703559514442,1,1,0,0,1
"13946",7651,-0.695179292722305,-1.49670159302098,2,1,0,0,0
"13947",7651,-0.695179292722305,-1.49670159302098,2,2,0,0,1
"13948",7652,-1.13459658799726,3.59088359975756,2,1,0,1,2
"13949",7652,-1.13459658799726,3.59088359975756,2,2,0,0,0
"13950",7653,-0.0532423356318008,0.0459542764003021,1,1,0,0,2
"13951",7654,1.0244079930435,-0.185728765707455,1,1,1,0,1
"13952",7655,0.437647133725598,-0.0677951719426817,1,1,0,0,1
"13953",7656,0.967551162087163,-1.09059755918231,1,1,0,0,1
"13954",7657,-2.33763441475238,-0.000485907768278636,2,1,0,1,1
"13955",7657,-2.33763441475238,-0.000485907768278636,2,2,1,1,0
"13956",7658,1.24939446857501,0.948344859016707,1,1,0,0,1
"13957",7659,0.0451926172488725,0.0476766392806038,1,1,0,0,1
"13958",7660,-0.97493979869105,-0.791969520734636,1,1,1,1,0
"13959",7661,-0.83226699600917,-0.183125895635992,1,1,0,0,0
"13960",7662,-0.709334066068917,-1.41482472459415,2,1,1,0,0
"13961",7662,-0.709334066068917,-1.41482472459415,2,2,1,0,0
"13962",7663,0.0502326886094984,-0.692561797266634,1,1,1,0,1
"13963",7664,-0.286515141377887,1.1306697863264,1,1,0,0,0
"13964",7665,0.0504858864866008,-1.57058399009349,1,1,0,0,0
"13965",7666,-2.02539820386555,0.567119096785889,2,1,1,0,2
"13966",7666,-2.02539820386555,0.567119096785889,2,2,0,0,1
"13967",7667,0.00875818718825239,0.688689724843964,2,1,0,0,1
"13968",7667,0.00875818718825239,0.688689724843964,2,2,0,1,1
"13969",7668,-0.151759976096112,-0.323994371007577,2,1,1,0,0
"13970",7668,-0.151759976096112,-0.323994371007577,2,2,0,0,1
"13971",7669,1.7802118601908,-0.783325196604415,2,1,0,0,0
"13972",7669,1.7802118601908,-0.783325196604415,2,2,0,0,2
"13973",7670,-1.47020826476124,0.469601715319191,2,1,1,0,0
"13974",7670,-1.47020826476124,0.469601715319191,2,2,0,1,3
"13975",7671,0.22383196930226,-1.27861384861237,1,1,0,1,0
"13976",7672,1.04477714676554,1.11909157079435,1,1,0,1,0
"13977",7673,0.00946968579377992,1.08766000771849,3,1,1,0,1
"13978",7673,0.00946968579377992,1.08766000771849,3,2,0,1,1
"13979",7673,0.00946968579377992,1.08766000771849,3,3,0,0,0
"13980",7674,1.61514068480353,-0.537706480962699,1,1,0,0,2
"13981",7675,1.00881268900356,0.653967874251644,2,1,0,0,0
"13982",7675,1.00881268900356,0.653967874251644,2,2,0,0,2
"13983",7676,0.922909520114181,-0.362261039047244,2,1,1,1,2
"13984",7676,0.922909520114181,-0.362261039047244,2,2,0,1,1
"13985",7677,-0.459031842694884,-0.578704720589583,2,1,0,0,0
"13986",7677,-0.459031842694884,-0.578704720589583,2,2,1,1,0
"13987",7678,-0.483341198570611,-0.914385255626794,2,1,0,0,1
"13988",7678,-0.483341198570611,-0.914385255626794,2,2,0,1,1
"13989",7679,-0.940544160608985,0.190306131816565,1,1,0,0,3
"13990",7680,-0.0293640528868497,-0.365682929254478,1,1,0,0,0
"13991",7681,-0.887535331082983,-0.364679567062675,1,1,0,0,1
"13992",7682,0.733491053040605,1.66660661759701,1,1,0,0,2
"13993",7683,0.43865435781366,-0.196374626961817,2,1,0,1,2
"13994",7683,0.43865435781366,-0.196374626961817,2,2,0,1,0
"13995",7684,0.971178658956522,-1.65273945856918,1,1,0,0,4
"13996",7685,-1.46143597649426,0.55936851643054,3,1,0,0,1
"13997",7685,-1.46143597649426,0.55936851643054,3,2,0,0,1
"13998",7685,-1.46143597649426,0.55936851643054,3,3,1,0,1
"13999",7686,1.2991616510919,2.12390964141033,2,1,0,0,0
"14000",7686,1.2991616510919,2.12390964141033,2,2,0,0,4
"14001",7687,-0.289657981375894,3.14819605667024,3,1,0,1,2
"14002",7687,-0.289657981375894,3.14819605667024,3,2,0,0,1
"14003",7687,-0.289657981375894,3.14819605667024,3,3,0,0,1
"14004",7688,0.192163469984849,1.10630721591892,1,1,0,0,0
"14005",7689,-0.22475751889978,0.19540664351855,5,1,1,0,1
"14006",7689,-0.22475751889978,0.19540664351855,5,2,1,0,1
"14007",7689,-0.22475751889978,0.19540664351855,5,3,0,0,1
"14008",7689,-0.22475751889978,0.19540664351855,5,4,0,0,1
"14009",7689,-0.22475751889978,0.19540664351855,5,5,0,1,1
"14010",7690,-0.899128502655224,0.174427253393969,5,1,1,0,3
"14011",7690,-0.899128502655224,0.174427253393969,5,2,0,0,2
"14012",7690,-0.899128502655224,0.174427253393969,5,3,0,0,0
"14013",7690,-0.899128502655224,0.174427253393969,5,4,0,1,1
"14014",7690,-0.899128502655224,0.174427253393969,5,5,0,1,2
"14015",7691,0.210745515132881,-0.422216288485337,1,1,1,1,1
"14016",7692,0.606379822809542,-1.95756338893028,1,1,1,0,3
"14017",7693,0.197916292882782,-0.65361132916033,2,1,1,1,0
"14018",7693,0.197916292882782,-0.65361132916033,2,2,0,0,1
"14019",7694,-1.04622364465714,-1.32136493939758,1,1,0,0,1
"14020",7695,-0.318636453029131,0.198118556478592,1,1,1,0,3
"14021",7696,2.36383785984299,0.446962956483049,1,1,0,1,0
"14022",7697,0.998138796472627,-0.517271721089147,1,1,0,1,3
"14023",7698,0.101015902736922,-1.06508981750453,2,1,0,0,0
"14024",7698,0.101015902736922,-1.06508981750453,2,2,0,1,2
"14025",7699,1.86170941998536,-1.08075877848253,2,1,0,0,1
"14026",7699,1.86170941998536,-1.08075877848253,2,2,0,1,1
"14027",7700,-0.448121765839529,-0.388431460854136,3,1,0,0,0
"14028",7700,-0.448121765839529,-0.388431460854136,3,2,0,0,1
"14029",7700,-0.448121765839529,-0.388431460854136,3,3,0,0,3
"14030",7701,-0.931610706477065,-0.15912144388463,1,1,1,1,2
"14031",7702,-1.51729972546505,0.438546404005334,1,1,0,0,1
"14032",7703,0.610252349088036,1.02222009012838,1,1,0,0,1
"14033",7704,-2.27318685117768,-0.202530851346909,2,1,1,0,2
"14034",7704,-2.27318685117768,-0.202530851346909,2,2,0,0,3
"14035",7705,-0.970634481080276,1.00999089539095,4,1,0,0,1
"14036",7705,-0.970634481080276,1.00999089539095,4,2,1,0,0
"14037",7705,-0.970634481080276,1.00999089539095,4,3,0,0,0
"14038",7705,-0.970634481080276,1.00999089539095,4,4,0,1,1
"14039",7706,0.00699906029010977,0.674253621418581,1,1,0,0,0
"14040",7707,-1.34828041221592,0.710101250407302,1,1,0,0,1
"14041",7708,-1.57472561622376,0.481042392996052,1,1,0,0,1
"14042",7709,-1.31903313819141,-1.00070418177199,1,1,0,1,1
"14043",7710,-0.360729252269961,-1.83017798972473,1,1,0,0,0
"14044",7711,0.194751517143443,-2.8143755720451,1,1,1,1,1
"14045",7712,0.513816440025434,0.0931532105144668,1,1,1,0,1
"14046",7713,0.243522844458893,-0.288175944284547,2,1,0,0,1
"14047",7713,0.243522844458893,-0.288175944284547,2,2,0,1,1
"14048",7714,0.595799853855579,2.37516706245504,4,1,0,0,0
"14049",7714,0.595799853855579,2.37516706245504,4,2,0,1,1
"14050",7714,0.595799853855579,2.37516706245504,4,3,0,0,1
"14051",7714,0.595799853855579,2.37516706245504,4,4,0,0,2
"14052",7715,0.572376241141279,-1.93362831314901,1,1,0,1,0
"14053",7716,-0.0537648143776189,-0.120781910085122,4,1,0,0,2
"14054",7716,-0.0537648143776189,-0.120781910085122,4,2,0,0,1
"14055",7716,-0.0537648143776189,-0.120781910085122,4,3,0,0,3
"14056",7716,-0.0537648143776189,-0.120781910085122,4,4,0,1,1
"14057",7717,1.81503839824486,0.17073952480495,5,1,0,0,0
"14058",7717,1.81503839824486,0.17073952480495,5,2,0,1,0
"14059",7717,1.81503839824486,0.17073952480495,5,3,1,1,0
"14060",7717,1.81503839824486,0.17073952480495,5,4,0,1,2
"14061",7717,1.81503839824486,0.17073952480495,5,5,0,0,0
"14062",7718,0.729548723476403,-0.790389569090167,1,1,0,0,4
"14063",7719,-1.64832215744912,-0.956998016738958,1,1,0,0,0
"14064",7720,-0.931741433403846,0.748905495049193,1,1,0,0,0
"14065",7721,1.79238911142668,0.765728161460701,1,1,1,1,2
"14066",7722,-0.198218934851669,0.24883830314005,3,1,1,0,1
"14067",7722,-0.198218934851669,0.24883830314005,3,2,0,1,1
"14068",7722,-0.198218934851669,0.24883830314005,3,3,0,0,0
"14069",7723,0.89183190199726,1.41394738351948,2,1,0,1,1
"14070",7723,0.89183190199726,1.41394738351948,2,2,0,0,1
"14071",7724,0.462859528002301,-0.882166861738118,1,1,1,1,1
"14072",7725,0.242913764493311,-0.821124226394773,5,1,0,0,1
"14073",7725,0.242913764493311,-0.821124226394773,5,2,0,1,2
"14074",7725,0.242913764493311,-0.821124226394773,5,3,0,0,0
"14075",7725,0.242913764493311,-0.821124226394773,5,4,1,1,1
"14076",7725,0.242913764493311,-0.821124226394773,5,5,0,1,1
"14077",7726,-0.761374138107077,0.658380506685365,2,1,0,0,0
"14078",7726,-0.761374138107077,0.658380506685365,2,2,0,0,1
"14079",7727,2.27704336081099,-0.101204690412065,1,1,0,1,1
"14080",7728,1.20725581049352,-0.541200974489193,1,1,0,0,0
"14081",7729,0.807503440251289,0.772405239734319,1,1,1,0,1
"14082",7730,0.33645830240293,0.508807196469613,3,1,0,0,2
"14083",7730,0.33645830240293,0.508807196469613,3,2,0,1,0
"14084",7730,0.33645830240293,0.508807196469613,3,3,0,0,2
"14085",7731,0.611563021589535,1.77136227632591,2,1,0,0,0
"14086",7731,0.611563021589535,1.77136227632591,2,2,0,0,1
"14087",7732,2.10684962023282,-0.364997737976845,1,1,0,1,0
"14088",7733,-0.880235600975918,0.799092733349136,2,1,0,1,0
"14089",7733,-0.880235600975918,0.799092733349136,2,2,0,0,0
"14090",7734,-1.6836243056767,0.157699488412917,1,1,1,0,1
"14091",7735,-1.15083175590833,-0.642285863802042,1,1,0,0,2
"14092",7736,-0.933045973284145,0.553002992722,1,1,0,1,0
"14093",7737,0.65076845399636,0.431130623976836,1,1,0,1,0
"14094",7738,1.34182511479968,-0.321578321600372,1,1,1,0,1
"14095",7739,2.17783647673348,-1.58855608797167,1,1,0,0,2
"14096",7740,-2.48691657131899,0.814879448039432,2,1,0,0,1
"14097",7740,-2.48691657131899,0.814879448039432,2,2,0,1,1
"14098",7741,-0.389349884962861,0.385598485125338,2,1,0,1,0
"14099",7741,-0.389349884962861,0.385598485125338,2,2,0,0,0
"14100",7742,-2.08009468486549,-0.598206869730946,1,1,0,1,2
"14101",7743,-1.84252035519849,-0.81154865195511,1,1,0,0,1
"14102",7744,-1.52645810260208,0.103459655493861,1,1,1,0,1
"14103",7745,0.342312873391432,1.00100909567906,2,1,0,0,0
"14104",7745,0.342312873391432,1.00100909567906,2,2,0,0,0
"14105",7746,-0.652130185379587,0.514457534349311,1,1,0,1,0
"14106",7747,0.576249025690309,-1.97772211907134,1,1,1,0,2
"14107",7748,1.3835970453045,-0.47179716705424,2,1,0,1,1
"14108",7748,1.3835970453045,-0.47179716705424,2,2,1,0,4
"14109",7749,0.145806971790139,0.561183707156323,1,1,0,1,0
"14110",7750,0.754574989284096,0.561351617157364,1,1,1,0,0
"14111",7751,-1.33067985736617,-0.220118009789117,1,1,0,0,0
"14112",7752,1.93462517116623,0.980693350727171,1,1,0,0,0
"14113",7753,-1.09730184980124,-0.343806438099599,1,1,0,1,0
"14114",7754,-1.72699104303659,-1.80557547894752,1,1,0,0,0
"14115",7755,-1.4048564816592,0.372031652870119,1,1,0,0,2
"14116",7756,0.810233110498347,-0.891544821288863,2,1,1,1,2
"14117",7756,0.810233110498347,-0.891544821288863,2,2,0,0,1
